Positions,Noise-free data,Noisy Data,Unbiased_loss_predition
"(-0.85801, -1.1976)",-1.0,-1.0,1
"(0.55343, -0.81686)",1.0,1.0,1
"(-1.7097, -1.2949)",1.0,1.0,1
"(0.98236, -0.45152)",1.0,1.0,1
"(-1.2601, -1.009)",1.0,1.0,1
"(-0.2422, -1.4697)",-1.0,1.0,1
"(-0.49728, -1.293)",-1.0,1.0,1
"(0.46478, -1.258)",-1.0,1.0,1
"(-0.045965, 1.5079)",-1.0,1.0,-1
"(-1.4636, -0.90898)",1.0,-1.0,1
"(1.3513, -0.38654)",1.0,1.0,-1
"(-0.12391, -0.95041)",-1.0,1.0,1
"(0.41786, 0.61628)",1.0,-1.0,-1
"(-0.5226, -1.3057)",-1.0,-1.0,1
"(1.347, 1.2136)",1.0,1.0,1
"(-1.2015, 0.4548)",-1.0,-1.0,-1
"(-1.5133, -0.62639)",1.0,-1.0,1
"(1.2119, -0.77417)",1.0,1.0,1
"(1.8891, 1.0982)",1.0,1.0,1
"(0.44035, 0.24629)",1.0,-1.0,-1
"(-0.40297, -0.48806)",1.0,1.0,1
"(-0.44045, -1.299)",-1.0,1.0,1
"(-0.61454, -1.363)",-1.0,1.0,1
"(-1.4234, -0.61678)",1.0,-1.0,1
"(1.2122, 0.15107)",-1.0,-1.0,-1
"(-1.0683, 0.0051325)",1.0,1.0,-1
"(-0.058297, -1.1517)",-1.0,-1.0,1
"(-0.6682, 0.91928)",-1.0,-1.0,1
"(-0.7832, 0.93129)",-1.0,1.0,1
"(0.98495, 0.11386)",-1.0,-1.0,-1
"(-0.96652, 1.2244)",-1.0,-1.0,1
"(0.39549, 0.4234)",1.0,-1.0,-1
"(-1.2614, -0.45689)",1.0,1.0,1
"(-0.88536, 1.0539)",-1.0,-1.0,1
"(0.26874, 0.6053)",1.0,-1.0,-1
"(-1.179, 0.73223)",-1.0,1.0,-1
"(-0.66647, -1.1042)",-1.0,-1.0,1
"(0.90854, 0.52164)",-1.0,1.0,-1
"(0.81621, 0.30604)",1.0,1.0,-1
"(0.77522, 0.017116)",1.0,-1.0,-1
"(-0.46303, -1.1982)",-1.0,1.0,1
"(-1.3664, 0.92795)",-1.0,1.0,-1
"(0.22168, 1.4739)",1.0,1.0,-1
"(1.1349, 0.42876)",-1.0,-1.0,-1
"(1.3913, -0.37619)",-1.0,-1.0,-1
"(1.2211, 1.4783)",1.0,1.0,1
"(-0.031378, -1.0141)",-1.0,-1.0,1
"(0.62693, 0.12496)",-1.0,1.0,-1
"(0.93042, -0.37494)",1.0,1.0,1
"(-1.2983, 0.57726)",-1.0,-1.0,-1
"(-1.0161, -0.22355)",1.0,1.0,1
"(-2.0126, -1.8452)",1.0,1.0,-1
"(0.45758, -0.70901)",1.0,1.0,1
"(0.88348, 0.10625)",1.0,-1.0,-1
"(-0.41512, -1.2959)",-1.0,1.0,1
"(-0.25944, 1.523)",-1.0,-1.0,-1
"(-0.61722, -0.45813)",1.0,1.0,1
"(0.48568, 1.052)",-1.0,-1.0,-1
"(0.44465, -1.3828)",-1.0,1.0,1
"(1.1797, 0.33359)",-1.0,-1.0,-1
"(-0.52626, 1.1856)",-1.0,1.0,1
"(-0.55998, 1.0613)",-1.0,-1.0,1
"(-1.4004, 0.26061)",1.0,1.0,-1
"(-1.4371, -0.50478)",1.0,-1.0,1
"(0.86592, 1.1351)",-1.0,-1.0,-1
"(-1.8219, -0.34136)",1.0,1.0,1
"(-0.62556, -1.181)",-1.0,-1.0,1
"(-0.75328, -1.2506)",-1.0,1.0,1
"(1.0869, 0.29897)",-1.0,-1.0,-1
"(-0.98936, 0.47959)",-1.0,-1.0,-1
"(1.0243, -0.35111)",1.0,1.0,1
"(0.78109, 0.4153)",-1.0,-1.0,-1
"(1.8236, 1.4305)",1.0,1.0,1
"(0.6852, 1.6909)",-1.0,-1.0,-1
"(1.2394, 0.80903)",-1.0,-1.0,-1
"(0.43471, 1.3071)",1.0,1.0,-1
"(-0.42379, 0.02067)",1.0,1.0,1
"(0.41402, 0.1414)",1.0,1.0,-1
"(-0.35201, -0.48996)",1.0,-1.0,1
"(-0.39089, 0.18127)",1.0,-1.0,1
"(0.14795, 1.2633)",-1.0,-1.0,-1
"(1.285, 0.33721)",-1.0,-1.0,-1
"(-0.56117, -0.78728)",1.0,1.0,1
"(0.28025, 0.42931)",1.0,1.0,-1
"(0.52399, -0.23063)",1.0,-1.0,1
"(1.014, 0.55484)",-1.0,-1.0,-1
"(-0.74283, 0.68494)",1.0,-1.0,1
"(-0.83357, 1.4067)",-1.0,1.0,1
"(0.76778, -1.2486)",1.0,-1.0,1
"(-0.81249, -0.41065)",1.0,-1.0,1
"(-1.3147, 0.17544)",1.0,-1.0,-1
"(-1.6983, -1.7903)",1.0,1.0,-1
"(0.93327, -0.27698)",1.0,1.0,1
"(0.73618, 1.6399)",-1.0,-1.0,-1
"(1.5217, -1.124)",1.0,1.0,1
"(-1.8158, -1.7771)",1.0,1.0,-1
"(0.24692, 1.6496)",1.0,1.0,-1
"(-1.5887, -0.67952)",1.0,1.0,1
"(0.51342, 1.4954)",-1.0,-1.0,-1
"(0.45671, 0.19136)",1.0,-1.0,-1
"(0.29905, 1.4941)",-1.0,1.0,-1
"(0.10459, 0.1028)",1.0,1.0,1
"(-0.058446, 0.54035)",1.0,-1.0,-1
"(-0.26728, -0.89646)",-1.0,1.0,1
"(2.2204, 1.3143)",1.0,1.0,1
"(0.029117, -1.1171)",-1.0,1.0,1
"(-1.1869, -0.9757)",-1.0,-1.0,1
"(-0.024225, -1.2796)",-1.0,-1.0,1
"(-0.10438, 0.48011)",1.0,-1.0,1
"(0.61729, -0.0095972)",1.0,-1.0,-1
"(0.83759, 1.5)",-1.0,-1.0,-1
"(0.83196, 0.4419)",-1.0,-1.0,-1
"(0.95267, -1.2981)",1.0,1.0,1
"(0.48701, 1.454)",-1.0,1.0,-1
"(0.064732, -1.2166)",-1.0,1.0,1
"(0.71146, 0.78666)",-1.0,1.0,-1
"(1.7113, -0.4241)",-1.0,-1.0,-1
"(-1.0645, -1.2424)",-1.0,1.0,1
"(0.18313, -1.2098)",-1.0,1.0,1
"(1.3558, 0.85991)",-1.0,-1.0,-1
"(1.2048, -0.21285)",-1.0,-1.0,-1
"(-1.5395, 0.64274)",-1.0,1.0,-1
"(0.32013, 0.2822)",1.0,-1.0,-1
"(0.32927, 0.60596)",-1.0,1.0,-1
"(2.3473, 1.1363)",1.0,1.0,1
"(2.0724, 1.0245)",1.0,1.0,1
"(-1.511, -0.19643)",1.0,-1.0,-1
"(-0.41055, -1.4073)",-1.0,-1.0,1
"(0.065965, -1.2269)",-1.0,1.0,1
"(-1.3106, -0.35363)",1.0,1.0,1
"(-0.097902, -1.0139)",-1.0,-1.0,1
"(-0.99537, -0.93709)",-1.0,-1.0,1
"(-1.6863, -0.17462)",-1.0,-1.0,-1
"(1.478, -1.0517)",1.0,1.0,1
"(-0.45194, -1.2206)",-1.0,1.0,1
"(-0.5107, -0.73367)",-1.0,-1.0,1
"(0.12585, 0.81883)",-1.0,1.0,-1
"(1.2782, 0.37341)",-1.0,-1.0,-1
"(0.31662, -0.023287)",1.0,1.0,1
"(2.0393, 1.3631)",1.0,1.0,1
"(-0.84372, 0.37078)",1.0,-1.0,1
"(-0.95618, 1.1122)",-1.0,1.0,1
"(-0.31402, 0.019414)",1.0,-1.0,1
"(-0.85649, -1.3066)",-1.0,1.0,1
"(-1.8138, -0.99354)",1.0,1.0,1
"(0.85623, -1.1096)",1.0,1.0,1
"(0.057796, -1.3177)",-1.0,1.0,1
"(-0.91411, 1.0667)",-1.0,1.0,1
"(0.84068, -0.077638)",1.0,1.0,-1
"(2.4386, -0.44801)",-1.0,-1.0,-1
"(0.10455, 1.7651)",-1.0,1.0,-1
"(0.8202, -0.5143)",1.0,1.0,1
"(1.4904, -1.5334)",1.0,1.0,1
"(-0.36418, -1.4018)",-1.0,1.0,1
"(-0.57882, -0.74821)",1.0,-1.0,1
"(1.2375, -0.68721)",1.0,1.0,1
"(-0.81847, 0.65367)",1.0,-1.0,1
"(-0.21923, -0.19526)",1.0,-1.0,1
"(-0.0029396, 0.51294)",1.0,1.0,-1
"(-0.29173, -1.3213)",-1.0,1.0,1
"(1.772, 1.348)",1.0,1.0,1
"(0.62148, 1.3202)",1.0,-1.0,-1
"(-0.87615, 0.23214)",1.0,-1.0,1
"(0.51429, 1.5243)",-1.0,-1.0,-1
"(1.3447, 1.4392)",1.0,1.0,1
"(-0.02527, 0.07417)",1.0,-1.0,1
"(-1.7384, 0.6965)",-1.0,-1.0,-1
"(-1.6208, 0.10214)",-1.0,1.0,-1
"(-1.6651, -1.2567)",1.0,-1.0,1
"(0.4874, -0.12962)",1.0,-1.0,1
"(-0.60962, -0.3059)",1.0,-1.0,1
"(-1.2461, 0.10383)",1.0,1.0,-1
"(0.22244, 0.21397)",1.0,-1.0,1
"(1.165, -1.1048)",1.0,1.0,1
"(-0.51972, 1.355)",-1.0,1.0,1
"(1.2048, 0.31764)",-1.0,-1.0,-1
"(1.3312, 0.40575)",-1.0,-1.0,-1
"(-1.054, -0.40005)",1.0,-1.0,1
"(0.72415, 0.9888)",-1.0,1.0,-1
"(0.2719, -1.1231)",-1.0,-1.0,1
"(1.1209, -0.42219)",-1.0,-1.0,1
"(-0.14622, 1.8317)",1.0,1.0,-1
"(-0.38135, -1.0835)",-1.0,1.0,1
"(-1.959, -0.44157)",1.0,1.0,1
"(-0.027292, 0.73902)",1.0,-1.0,-1
"(-0.82359, -0.47125)",1.0,1.0,1
"(1.3391, 0.099773)",-1.0,-1.0,-1
"(0.35356, 1.0631)",-1.0,-1.0,-1
"(-2.3424, 0.2456)",-1.0,-1.0,-1
"(1.0347, -0.80534)",1.0,1.0,1
"(-0.23794, -1.4919)",-1.0,1.0,1
"(1.1769, 0.42403)",-1.0,-1.0,-1
"(1.0554, -0.055337)",1.0,1.0,-1
"(-0.096219, 0.18962)",1.0,1.0,1
"(-0.89079, -0.61679)",1.0,1.0,1
"(0.19148, 1.7202)",-1.0,1.0,-1
"(-0.56784, -0.87253)",-1.0,-1.0,1
"(-1.5639, 0.51369)",-1.0,1.0,-1
"(-0.98688, -0.73467)",1.0,1.0,1
"(-0.99369, 1.1416)",-1.0,-1.0,1
"(0.37348, 1.4779)",-1.0,-1.0,-1
"(-2.0215, -0.79179)",1.0,-1.0,1
"(-0.1236, -1.1227)",-1.0,-1.0,1
"(-1.0746, 0.70743)",-1.0,1.0,-1
"(-1.4191, -0.074693)",1.0,-1.0,-1
"(-0.66464, 1.2276)",-1.0,-1.0,1
"(-0.20097, 1.349)",-1.0,1.0,-1
"(-0.020255, -1.4154)",-1.0,1.0,1
"(0.19118, 1.9391)",-1.0,-1.0,-1
"(0.97604, -1.5271)",1.0,1.0,1
"(0.71396, -1.1933)",1.0,-1.0,1
"(-0.15463, 1.2931)",-1.0,-1.0,-1
"(-0.33363, -1.3381)",-1.0,-1.0,1
"(0.68794, -0.87842)",1.0,-1.0,1
"(1.7183, -0.79297)",-1.0,-1.0,-1
"(0.21366, -0.44985)",1.0,1.0,1
"(-0.076954, 1.8688)",1.0,1.0,-1
"(-0.22705, -1.1938)",-1.0,-1.0,1
"(0.63335, 0.90144)",-1.0,1.0,-1
"(0.4438, 1.993)",-1.0,-1.0,-1
"(-0.75894, 0.36618)",1.0,1.0,1
"(0.58551, 1.1503)",-1.0,-1.0,-1
"(0.68256, -0.034663)",1.0,-1.0,-1
"(1.4517, 0.27285)",-1.0,-1.0,-1
"(-1.0817, 0.88957)",-1.0,-1.0,1
"(-0.60997, 0.0088788)",1.0,-1.0,1
"(-0.54632, 0.44228)",1.0,1.0,1
"(1.2266, -1.1978)",1.0,1.0,1
"(1.1915, -1.2473)",1.0,1.0,1
"(-0.95973, 1.3426)",-1.0,-1.0,1
"(-1.5277, -1.1662)",1.0,-1.0,1
"(-1.2007, -1.0237)",-1.0,-1.0,1
"(-1.0786, 1.0128)",-1.0,1.0,1
"(-0.86199, 1.5262)",-1.0,1.0,1
"(-0.82725, 1.2308)",-1.0,1.0,1
"(-0.41644, -0.94114)",-1.0,-1.0,1
"(-1.5073, -1.1614)",1.0,1.0,1
"(0.32573, 1.4485)",-1.0,-1.0,-1
"(-0.33493, -1.6868)",-1.0,-1.0,1
"(0.24595, -0.76675)",-1.0,-1.0,1
"(0.16843, 1.9715)",1.0,-1.0,-1
"(-0.14905, 0.81555)",1.0,1.0,-1
"(0.61152, 1.7985)",1.0,1.0,-1
"(-1.5352, 0.56229)",-1.0,-1.0,-1
"(-0.68464, 0.98932)",-1.0,1.0,1
"(-1.2071, 0.48764)",-1.0,1.0,-1
"(-0.70679, -1.4295)",-1.0,1.0,1
"(0.073463, -1.01)",-1.0,1.0,1
"(-0.66847, -1.1329)",-1.0,-1.0,1
